Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype,Archetype_without_mass,Archetype_without_activity
Anolis barahonae,0,0.72,0,0,0,0.28,0,Herbivorous,Herbivorous,Herbivorous
Anolis barbatus,0,0.722,0,0,0,0.278,0,Herbivorous,Herbivorous,Herbivorous
Anolis barbouri,0,0,0,0,0,0.157,0.843,Terrestrial,Terrestrial,Terrestrial
Anolis barkeri,0.956,0,0,0,0,0,0.044,Aquatic,Aquatic,Aquatic
Anolis bartschi,0,0.917,0,0,0,0.083,0,Herbivorous,Herbivorous,Herbivorous
Anolis beckeri,0.001,0,0.004,0.937,0,0.058,0,Scansorial,Scansorial,Scansorial
Anolis bimaculatus,0.003,0,0.016,0.757,0,0.224,0,Scansorial,Scansorial,Scansorial
Anolis biporcatus,0.003,0,0.014,0.782,0,0.2,0,Scansorial,Scansorial,Scansorial
Anolis blanquillanus,0,0.901,0,0,0,0.099,0,Herbivorous,Herbivorous,Herbivorous
Anolis bonairensis,0.001,0,0.006,0.909,0,0.083,0,Scansorial,Scansorial,Scansorial
Anolis brasiliensis,0.001,0,0.006,0.909,0,0.083,0,Scansorial,Scansorial,Scansorial
Anolis breslini,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Anolis brevirostris,0,0,0,0.988,0.001,0,0.012,Scansorial,Scansorial,Scansorial
Anolis brunneus,0.001,0,0.006,0.905,0,0.088,0,Scansorial,Scansorial,Scansorial
Anolis capito,0.002,0,0.012,0.824,0,0.162,0,Scansorial,Scansorial,Scansorial
Anolis carlliebi,0,0,0,0.941,0.003,0,0.056,Scansorial,Scansorial,Scansorial
Anolis carolinensis,0.001,0,0.006,0.909,0,0.083,0,Scansorial,Scansorial,Scansorial
Anolis carpenteri,0,0,0,0.941,0.003,0,0.056,Scansorial,Scansorial,Scansorial
Anolis casildae,0.003,0,0.014,0.785,0,0.198,0,Scansorial,Scansorial,Scansorial
Anolis centralis,0,0,0,0.954,0.003,0,0.044,Scansorial,Scansorial,Scansorial
Anolis chamaeleonides,0.005,0,0.023,0.655,0,0.317,0,Scansorial,Scansorial,Scansorial
Anolis chloris,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Anolis chlorocyanus,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Anolis christophei,0,0,0,0.962,0.002,0,0.036,Scansorial,Scansorial,Scansorial
Anolis chrysolepis,0.001,0,0.006,0.912,0,0.081,0,Scansorial,Scansorial,Scansorial
Anolis coelestinus,0.002,0,0.008,0.875,0,0.115,0,Scansorial,Scansorial,Scansorial
Anolis compressicauda,0,0,0,0,0,0.157,0.843,Terrestrial,Terrestrial,Terrestrial
Anolis conspersus,0,0.929,0,0,0,0.071,0,Herbivorous,Herbivorous,Herbivorous
Anolis cooki,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Anolis cristatellus,0,0.923,0,0,0,0.077,0,Herbivorous,Herbivorous,Herbivorous
Anolis cupreus,0,0,0.001,0.99,0,0.009,0,Scansorial,Scansorial,Scansorial
Anolis cuvieri,0,0.707,0,0,0,0.293,0,Herbivorous,Herbivorous,Herbivorous
Anolis cybotes,0.002,0,0.007,0.886,0,0.105,0,Scansorial,Scansorial,Scansorial
Anolis deltae,0,0,0.001,0.986,0,0.013,0,Scansorial,Scansorial,Scansorial
Anolis desechensis,0,0.991,0,0.008,0,0,0,Herbivorous,Herbivorous,Herbivorous
Anolis distichus,0,0,0.001,0.983,0,0.015,0,Scansorial,Scansorial,Scansorial
Anolis equestris,0,0.693,0,0,0,0.307,0,Herbivorous,Herbivorous,Herbivorous
Anolis etheridgei,0,0,0,0.917,0.005,0,0.078,Scansorial,Scansorial,Scansorial
Anolis eugenegrahami,0.926,0,0,0,0,0,0.074,Aquatic,Aquatic,Aquatic
Anolis evermanni,0.001,0,0.007,0.898,0,0.094,0,Scansorial,Scansorial,Scansorial
Anolis extremus,0,0.901,0,0,0,0.099,0,Herbivorous,Herbivorous,Herbivorous
Anolis ferreus,0.003,0,0.015,0.768,0,0.213,0,Scansorial,Scansorial,Scansorial
Anolis festae,0,0,0.002,0.969,0,0.028,0,Scansorial,Scansorial,Scansorial
Anolis frenatus,0.004,0,0.02,0.701,0,0.275,0,Scansorial,Scansorial,Scansorial
Anolis fuscoauratus,0,0,0,0.98,0.001,0,0.019,Scansorial,Scansorial,Scansorial
Anolis gaigei,0,0,0,0.985,0.001,0,0.014,Scansorial,Scansorial,Scansorial
Anolis garmani,0,0.776,0,0,0,0.224,0,Herbivorous,Herbivorous,Herbivorous
Anolis garridoi,0,0,0,0.91,0.005,0,0.085,Scansorial,Scansorial,Scansorial
Anolis gemmosus,0.001,0,0.004,0.946,0,0.049,0,Scansorial,Scansorial,Scansorial
Anolis ginaelisae,0.003,0,0.014,0.792,0,0.192,0,Scansorial,Scansorial,Scansorial
Anolis gingivinus,0,0.944,0,0,0,0.056,0,Herbivorous,Herbivorous,Herbivorous
Anolis grahami,0,0.933,0,0,0,0.066,0,Herbivorous,Herbivorous,Herbivorous
Anolis granuliceps,0,0,0,0,0,0.128,0.872,Terrestrial,Terrestrial,Terrestrial
Anolis griseus,0,0.78,0,0,0,0.22,0,Herbivorous,Herbivorous,Herbivorous
Anolis guamuhaya,0.004,0,0.021,0.681,0,0.294,0,Scansorial,Scansorial,Scansorial
Anolis gundlachi,0.001,0,0.006,0.905,0,0.088,0,Scansorial,Scansorial,Scansorial
Anolis hendersoni,0,0,0,0.964,0.002,0,0.034,Scansorial,Scansorial,Scansorial
Anolis heterodermus,0.002,0,0.009,0.868,0,0.122,0,Scansorial,Scansorial,Scansorial
Anolis homolechis,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Anolis humilis,0,0,0,0.967,0.002,0,0.031,Scansorial,Scansorial,Scansorial
Anolis imias,0.001,0,0.004,0.939,0,0.056,0,Scansorial,Scansorial,Scansorial
Anolis insolitus,0,0,0,0.949,0.003,0,0.048,Scansorial,Scansorial,Scansorial
Anolis koopmani,0,0,0,0.91,0.005,0,0.085,Scansorial,Scansorial,Scansorial
Anolis krugi,0,0,0,0.999,0,0,0,Scansorial,Scansorial,Scansorial
Anolis laeviventris,0.001,0,0.004,0.946,0,0.049,0,Scansorial,Scansorial,Scansorial
Anolis landestoyi,0.004,0,0.017,0.736,0,0.243,0,Scansorial,Scansorial,Scansorial
Anolis latifrons,0.004,0,0.017,0.743,0,0.237,0,Scansorial,Scansorial,Scansorial
Anolis leachii,0.003,0,0.015,0.764,0,0.217,0,Scansorial,Scansorial,Scansorial
Anolis lemurinus,0.001,0,0.007,0.893,0,0.098,0,Scansorial,Scansorial,Scansorial
Anolis limifrons,0,0,0,0.975,0.001,0,0.024,Scansorial,Scansorial,Scansorial
Anolis lineatopus,0.001,0,0.005,0.916,0,0.077,0,Scansorial,Scansorial,Scansorial
Anolis lineatus,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Anolis lionotus,0.933,0,0,0,0,0,0.067,Aquatic,Aquatic,Aquatic
Anolis litoralis,0,0,0,0.954,0.003,0,0.044,Scansorial,Scansorial,Scansorial
Anolis lividus,0.001,0,0.005,0.921,0,0.073,0,Scansorial,Scansorial,Scansorial
Anolis longiceps,0.002,0,0.008,0.879,0,0.111,0,Scansorial,Scansorial,Scansorial
Anolis longitibialis,0.001,0,0.005,0.921,0,0.073,0,Scansorial,Scansorial,Scansorial
Anolis loysiana,0,0,0,0.98,0.001,0,0.019,Scansorial,Scansorial,Scansorial
Anolis luciae,0.002,0,0.01,0.852,0,0.137,0,Scansorial,Scansorial,Scansorial
Anolis lucius,0.001,0,0.005,0.93,0,0.064,0,Scansorial,Scansorial,Scansorial
Anolis luteogularis,0,0.691,0,0,0,0.309,0,Herbivorous,Herbivorous,Herbivorous
Anolis luteosignifer,0,0,0.001,0.99,0,0.009,0,Scansorial,Scansorial,Scansorial
Anolis lyra,0.001,0,0.006,0.902,0,0.09,0,Scansorial,Scansorial,Scansorial
Anolis macrinii,0.002,0,0.011,0.835,0,0.151,0,Scansorial,Scansorial,Scansorial
Anolis macrolepis,0.912,0,0,0,0,0,0.088,Aquatic,Aquatic,Aquatic
Anolis macrophallus,0,0,0,0,0,0.151,0.849,Terrestrial,Terrestrial,Terrestrial
Anolis maculiventris,0,0,0,0.967,0.002,0,0.031,Scansorial,Scansorial,Scansorial
Anolis mariarum,0,0,0,0.995,0,0.005,0,Scansorial,Scansorial,Scansorial
Anolis marmoratus,0.002,0,0.008,0.872,0,0.117,0,Scansorial,Scansorial,Scansorial
Anolis maynardi,0.001,0,0.006,0.905,0,0.088,0,Scansorial,Scansorial,Scansorial
Anolis meridionalis,0,0,0.001,0.986,0,0.013,0,Scansorial,Scansorial,Scansorial
Anolis mestrei,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Anolis microlepidotus,0,0,0,0.993,0,0,0.007,Scansorial,Scansorial,Scansorial
Anolis monensis,0,0.989,0,0.001,0,0.01,0,Herbivorous,Herbivorous,Herbivorous
Anolis monticola,0,0,0,0.995,0,0.005,0,Scansorial,Scansorial,Scansorial
Anolis nebulosus,0,0,0.001,0.979,0,0.02,0,Scansorial,Scansorial,Scansorial
Anolis nelsoni,0,0.929,0,0,0,0.071,0,Herbivorous,Herbivorous,Herbivorous
Anolis notopholis,0,0,0,0.98,0.001,0,0.019,Scansorial,Scansorial,Scansorial
Anolis nubilus,0.002,0,0.007,0.886,0,0.105,0,Scansorial,Scansorial,Scansorial
Anolis oculatus,0.002,0,0.011,0.831,0,0.156,0,Scansorial,Scansorial,Scansorial
Anolis olssoni,0,0,0,0.988,0.001,0,0.012,Scansorial,Scansorial,Scansorial
Anolis onca,0.002,0,0.008,0.872,0,0.117,0,Scansorial,Scansorial,Scansorial
Anolis opalinus,0,0,0,0.995,0,0.005,0,Scansorial,Scansorial,Scansorial
Anolis ophiolepis,0,0,0,0,0,0.076,0.924,Terrestrial,Terrestrial,Terrestrial
Anolis ordinatus,0,0,0,0.988,0.001,0,0.012,Scansorial,Scansorial,Scansorial
Anolis ortonii,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Anolis oxylophus,0.94,0,0,0,0,0,0.06,Aquatic,Aquatic,Aquatic
Anolis paternus,0,0,0,0.967,0.002,0,0.031,Scansorial,Scansorial,Scansorial
Anolis pentaprion,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Anolis peraccae,0.001,0,0.003,0.96,0,0.037,0,Scansorial,Scansorial,Scansorial
Anolis petersii,0,0.772,0,0,0,0.228,0,Herbivorous,Herbivorous,Herbivorous
Anolis phyllorhinus,0.002,0,0.009,0.865,0,0.124,0,Scansorial,Scansorial,Scansorial
Anolis planiceps,0.001,0,0.006,0.905,0,0.088,0,Scansorial,Scansorial,Scansorial
Anolis poecilopus,0.929,0,0,0,0,0,0.072,Aquatic,Aquatic,Aquatic
Anolis pogus,0,0,0,0.072,0.868,0.06,0,Fossorial,Fossorial,Fossorial
Anolis polylepis,0,0,0.001,0.979,0,0.02,0,Scansorial,Scansorial,Scansorial
Anolis poncensis,0,0,0,0.954,0.003,0,0.044,Scansorial,Scansorial,Scansorial
Anolis porcatus,0,0.871,0,0,0,0.129,0,Herbivorous,Herbivorous,Herbivorous
Anolis porcus,0.005,0,0.022,0.664,0,0.309,0,Scansorial,Scansorial,Scansorial
Anolis proboscis,0,0.905,0,0,0,0.095,0,Herbivorous,Herbivorous,Herbivorous
Anolis pulchellus,0,0,0,0.977,0.001,0,0.022,Scansorial,Scansorial,Scansorial
Anolis pumilus,0,0,0,0.886,0.006,0,0.107,Scansorial,Scansorial,Scansorial
Anolis punctatus,0.002,0,0.01,0.849,0,0.139,0,Scansorial,Scansorial,Scansorial
Anolis purpurescens,0.003,0,0.016,0.757,0,0.224,0,Scansorial,Scansorial,Scansorial
Anolis quadriocellifer,0,0,0,0.999,0,0,0,Scansorial,Scansorial,Scansorial
Anolis quaggulus,0,0,0,0,0,0.099,0.901,Terrestrial,Terrestrial,Terrestrial
Anolis reconditus,0.002,0,0.012,0.824,0,0.162,0,Scansorial,Scansorial,Scansorial
Anolis richardii,0,0.772,0,0,0,0.228,0,Herbivorous,Herbivorous,Herbivorous
Anolis rodriguezii,0,0,0,0.967,0.002,0,0.031,Scansorial,Scansorial,Scansorial
Anolis roquet,0,0.897,0,0,0,0.103,0,Herbivorous,Herbivorous,Herbivorous
Anolis sabanus,0,0.954,0,0,0,0.046,0,Herbivorous,Herbivorous,Herbivorous
Anolis sagrei,0.001,0,0.006,0.909,0,0.083,0,Scansorial,Scansorial,Scansorial
Anolis schwartzi,0,0,0,0.962,0.002,0,0.036,Scansorial,Scansorial,Scansorial
Anolis scypheus,0.002,0,0.009,0.868,0,0.122,0,Scansorial,Scansorial,Scansorial
Anolis semilineatus,0,0,0,0.949,0.003,0,0.048,Scansorial,Scansorial,Scansorial
Anolis sericeus,0,0,0,0.988,0.001,0,0.012,Scansorial,Scansorial,Scansorial
Anolis serranoi,0.002,0,0.008,0.872,0,0.117,0,Scansorial,Scansorial,Scansorial
Anolis sheplani,0,0,0,0.902,0.006,0,0.093,Scansorial,Scansorial,Scansorial
Anolis shrevei,0,0,0,0,0,0.178,0.822,Terrestrial,Terrestrial,Terrestrial
Anolis smallwoodi,0,0.693,0,0,0,0.307,0,Herbivorous,Herbivorous,Herbivorous
Anolis smaragdinus,0.001,0,0.003,0.956,0,0.041,0,Scansorial,Scansorial,Scansorial
Anolis squamulatus,0.003,0,0.016,0.757,0,0.224,0,Scansorial,Scansorial,Scansorial
Anolis strahmi,0.001,0,0.007,0.893,0,0.098,0,Scansorial,Scansorial,Scansorial
Anolis stratulus,0,0,0.002,0.969,0,0.028,0,Scansorial,Scansorial,Scansorial
Anolis tandai,0.001,0,0.006,0.912,0,0.081,0,Scansorial,Scansorial,Scansorial
Anolis taylori,0.001,0,0.007,0.898,0,0.094,0,Scansorial,Scansorial,Scansorial
Anolis terraealtae,0.002,0,0.007,0.891,0,0.1,0,Scansorial,Scansorial,Scansorial
Anolis tolimensis,0,0,0.002,0.974,0,0.024,0,Scansorial,Scansorial,Scansorial
Anolis trachyderma,0,0,0.002,0.969,0,0.028,0,Scansorial,Scansorial,Scansorial
Anolis transversalis,0.002,0,0.011,0.831,0,0.156,0,Scansorial,Scansorial,Scansorial
Anolis tropidogaster,0.001,0,0.003,0.96,0,0.037,0,Scansorial,Scansorial,Scansorial
Anolis tropidolepis,0,0,0.001,0.979,0,0.02,0,Scansorial,Scansorial,Scansorial
Anolis tropidonotus,0.001,0,0.003,0.951,0,0.045,0,Scansorial,Scansorial,Scansorial
Anolis uniformis,0,0,0,0,0,0.084,0.916,Terrestrial,Terrestrial,Terrestrial
Anolis valencienni,0,0.897,0,0,0,0.103,0,Herbivorous,Herbivorous,Herbivorous
Anolis vanzolinii,0.003,0,0.012,0.812,0,0.173,0,Scansorial,Scansorial,Scansorial
Anolis vermiculatus,0.889,0.111,0,0,0,0,0,Aquatic,Aquatic,Aquatic
Anolis vittigerus,0.001,0,0.005,0.921,0,0.073,0,Scansorial,Scansorial,Scansorial
Anolis wattsii,0,0,0.001,0.986,0,0.013,0,Scansorial,Scansorial,Scansorial
Anolis whitemani,0.001,0,0.004,0.942,0,0.054,0,Scansorial,Scansorial,Scansorial
Anomalopus brevicollis,0,0,0,0.128,0.872,0,0,Fossorial,Fossorial,Fossorial
Anomalopus leuckartii,0,0,0,0,0.906,0.094,0,Fossorial,Fossorial,Fossorial
Anomalopus swansoni,0,0,0,0.104,0.869,0.028,0,Fossorial,Fossorial,Fossorial
Anomalopus verreauxii,0,0,0,0,0.858,0.142,0,Fossorial,Fossorial,Fossorial
Anotosaura collaris,0,0,0,0.11,0.869,0.021,0,Fossorial,Fossorial,Fossorial
Anotosaura vanzolinia,0,0,0,0,0,0.134,0.866,Terrestrial,Terrestrial,Terrestrial
Apathya cappadocica,0.002,0,0.009,0.859,0,0.13,0,Scansorial,Scansorial,Scansorial
Aphaniotis fusca,0.002,0,0.008,0.872,0,0.117,0,Scansorial,Scansorial,Scansorial
Aphaniotis ornata,0.001,0,0.003,0.949,0,0.047,0,Scansorial,Scansorial,Scansorial
Aprasia aurita,0,0,0.007,0,0.946,0.047,0,Fossorial,Fossorial,Fossorial
Aprasia haroldi,0,0,0.007,0,0.946,0.047,0,Fossorial,Fossorial,Fossorial
Aprasia inaurita,0,0,0,0,0.932,0.068,0,Fossorial,Fossorial,Fossorial
Aprasia parapulchella,0,0,0,0,0.93,0.07,0,Fossorial,Fossorial,Fossorial
Aprasia picturata,0,0,0,0,0.928,0.073,0,Fossorial,Fossorial,Fossorial
Aprasia pseudopulchella,0,0,0,0,0.922,0.078,0,Fossorial,Fossorial,Fossorial
Aprasia pulchella,0,0,0,0,0.935,0.065,0,Fossorial,Fossorial,Fossorial
Aprasia repens,0,0,0,0,0.939,0.061,0,Fossorial,Fossorial,Fossorial
Aprasia rostrata,0,0,0,0,0.939,0.061,0,Fossorial,Fossorial,Fossorial
Aprasia smithi,0,0,0,0,0.938,0.062,0,Fossorial,Fossorial,Fossorial
Aprasia striolata,0,0,0,0,0.929,0.071,0,Fossorial,Fossorial,Fossorial
Archaeolacerta bedriagae,0,0.893,0,0,0,0.107,0,Herbivorous,Herbivorous,Herbivorous
Aristelliger cochranae,0,0,0.931,0,0.013,0,0.055,Nocturnal,Nocturnal,Scansorial
Aristelliger expectatus,0,0,0.886,0,0.022,0,0.092,Nocturnal,Nocturnal,Scansorial
Aristelliger georgeensis,0,0,0.898,0,0,0.102,0,Nocturnal,Nocturnal,Scansorial
Aristelliger hechti,0,0,0.962,0,0,0.038,0,Nocturnal,Nocturnal,Scansorial
Aristelliger lar,0,0.506,0.31,0,0,0.184,0,Herbivorous,Herbivorous,Herbivorous
Aristelliger praesignis,0,0,0.945,0,0,0.055,0,Nocturnal,Nocturnal,Scansorial
Aristelliger reyesi,0,0,0.934,0,0.013,0,0.053,Nocturnal,Nocturnal,Scansorial
Arthrosaura kockii,0,0,0,0,0,0.231,0.769,Terrestrial,Terrestrial,Terrestrial
Arthrosaura montigena,0,0,0,0,0,0.122,0.878,Terrestrial,Terrestrial,Terrestrial
Arthrosaura reticulata,0,0,0,0,0,0.231,0.769,Terrestrial,Terrestrial,Terrestrial
Arthrosaura synaptolepis,0,0,0,0,0,0.14,0.86,Terrestrial,Terrestrial,Terrestrial
Arthrosaura versteegii,0,0,0,0,0,0.231,0.769,Terrestrial,Terrestrial,Terrestrial
Asaccus andersoni,0,0,0.961,0,0.007,0,0.031,Nocturnal,Nocturnal,Scansorial
Asaccus barani,0,0,0.904,0,0.018,0,0.078,Nocturnal,Nocturnal,Scansorial
Asaccus caudivolvulus,0,0,0.939,0,0.012,0,0.049,Nocturnal,Nocturnal,Scansorial
Asaccus elisae,0,0,0.949,0,0.01,0,0.041,Nocturnal,Nocturnal,Scansorial
Asaccus gallagheri,0,0,0.794,0,0.04,0,0.167,Nocturnal,Nocturnal,Scansorial
Asaccus gardneri,0,0,0.974,0,0.005,0,0.021,Nocturnal,Nocturnal,Scansorial
Asaccus granularis,0,0,0.974,0,0.005,0,0.021,Nocturnal,Nocturnal,Scansorial
Asaccus griseonotus,0,0,0.976,0,0.004,0,0.019,Nocturnal,Nocturnal,Scansorial
Asaccus iranicus,0,0,0.806,0,0.037,0,0.157,Nocturnal,Nocturnal,Scansorial
Asaccus kermanshahensis,0,0,0.899,0,0.019,0,0.082,Nocturnal,Nocturnal,Scansorial
Asaccus kurdistanensis,0,0,0.941,0,0.011,0,0.047,Nocturnal,Nocturnal,Scansorial
Asaccus margaritae,0,0,0.914,0,0.017,0,0.07,Nocturnal,Nocturnal,Scansorial
Asaccus montanus,0,0,0.794,0,0.04,0,0.167,Nocturnal,Nocturnal,Scansorial
Asaccus nasrullahi,0,0,0.971,0,0.005,0,0.023,Nocturnal,Nocturnal,Scansorial
Asaccus platyrhynchus,0,0,0.939,0,0.012,0,0.049,Nocturnal,Nocturnal,Scansorial
Asaccus saffinae,0,0,0.906,0,0.018,0,0.076,Nocturnal,Nocturnal,Scansorial
Asaccus tangestanensis,0,0,0.911,0,0.017,0,0.072,Nocturnal,Nocturnal,Scansorial
Asaccus zagrosicus,0,0,0.889,0,0.021,0,0.09,Nocturnal,Nocturnal,Scansorial
Aspidoscelis angusticeps,0,0,0,0,0,0.372,0.628,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis burti,0,0,0,0,0,0.424,0.576,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis calidipes,0,0,0,0,0,0.273,0.727,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis ceralbensis,0,0.533,0,0,0,0.236,0.231,Herbivorous,Herbivorous,Herbivorous
Aspidoscelis communis,0,0,0,0,0,0.445,0.555,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis costata,0,0,0,0,0,0.408,0.592,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis cozumela,0,0,0,0,0,0.287,0.713,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis danheimae,0,0,0,0,0,0.227,0.773,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis deppii,0,0,0,0,0,0.316,0.684,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis exsanguis,0,0,0,0,0,0.352,0.648,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis flagellicauda,0,0,0,0,0,0.339,0.661,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis gularis,0,0,0,0,0,0.372,0.628,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis guttata,0,0,0,0,0,0.431,0.569,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis hyperythra,0,0,0,0,0,0.25,0.75,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis inornata,0,0,0,0,0,0.296,0.704,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis labialis,0,0,0,0,0,0.215,0.785,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis laredoensis,0,0,0,0,0,0.308,0.692,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis lineattissima,0,0,0,0,0,0.366,0.634,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis marmorata,0,0,0,0,0,0.352,0.648,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis maxima,0,0,0,0,0,0.418,0.582,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis neomexicana,0,0,0,0,0,0.296,0.704,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis neotesselata,0,0,0,0,0,0.352,0.648,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis pai,0,0,0,0,0,0.292,0.708,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis parvisocia,0,0,0,0,0,0.273,0.727,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis picta,0,0,0,0,0,0.246,0.754,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis rodecki,0,0,0,0,0,0.263,0.737,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis scalaris,0,0,0,0,0,0.393,0.607,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis sexlineata,0,0,0,0,0,0.312,0.688,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis sonorae,0,0,0,0,0,0.316,0.684,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis stictogramma,0,0,0,0,0,0.424,0.576,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis tesselata,0.003,0,0.015,0.766,0,0.215,0,Scansorial,Scansorial,Scansorial
Aspidoscelis tigris,0,0,0,0,0,0.418,0.582,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis uniparens,0,0,0,0,0,0.296,0.704,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis velox,0,0,0,0,0,0.306,0.694,Terrestrial,Terrestrial,Terrestrial
Aspidoscelis xanthonota,0.004,0,0.017,0.745,0,0.234,0,Scansorial,Scansorial,Scansorial
Aspronema dorsivittatum,0.866,0.135,0,0,0,0,0,Aquatic,Aquatic,Aquatic
Asymblepharus alaicus,0.001,0,0.003,0.958,0,0.039,0,Scansorial,Scansorial,Scansorial
Asymblepharus himalayanus,0,0,0,0,0,0.213,0.787,Terrestrial,Terrestrial,Terrestrial
Asymblepharus ladacensis,0.001,0,0.004,0.932,0,0.062,0,Scansorial,Scansorial,Scansorial
Asymblepharus sikimmensis,0,0,0,0,0,0.149,0.85,Terrestrial,Terrestrial,Terrestrial
Ateuchosaurus chinensis,0,0,0.436,0,0,0.176,0.388,Nocturnal,Nocturnal,Terrestrial
Atlantolacerta andreanskyi,0,0,0.001,0.99,0,0.009,0,Scansorial,Scansorial,Scansorial
Aurivela longicauda,0,0,0,0,0,0.242,0.758,Terrestrial,Terrestrial,Terrestrial
Bachia blairi,0,0,0,0.127,0.869,0.004,0,Fossorial,Fossorial,Fossorial
Bachia bresslaui,0,0,0,0.036,0.868,0.096,0,Fossorial,Fossorial,Fossorial
Bachia flavescens,0,0,0.043,0,0.957,0,0,Fossorial,Fossorial,Fossorial
Bachia geralista,0,0,0.008,0,0.947,0.045,0,Fossorial,Fossorial,Fossorial
Bachia heteropa,0,0,0,0.129,0.871,0,0,Fossorial,Fossorial,Fossorial
Bachia panoplia,0,0,0,0.082,0.868,0.049,0,Fossorial,Fossorial,Fossorial
Bachia scaea,0,0,0,0,0,0.117,0.883,Terrestrial,Terrestrial,Terrestrial
Bachia trisanale,0,0,0,0.126,0.874,0,0,Fossorial,Fossorial,Fossorial
Barisia ciliaris,0,0,0,0,0,0.416,0.584,Terrestrial,Terrestrial,Terrestrial
Barisia imbricata,0,0,0,0,0,0.416,0.584,Terrestrial,Terrestrial,Terrestrial
Barkudia insularis,0,0,0.008,0,0.947,0.045,0,Fossorial,Fossorial,Fossorial
Basiliscus basiliscus,0.913,0,0,0,0,0.087,0,Aquatic,Aquatic,Aquatic
Basiliscus galeritus,0.914,0.008,0,0,0,0.078,0,Aquatic,Aquatic,Aquatic
Basiliscus plumifrons,0.913,0,0,0,0,0.087,0,Aquatic,Aquatic,Aquatic
Basiliscus vittatus,0.915,0.026,0,0,0,0.06,0,Aquatic,Aquatic,Aquatic
Bassiana duperreyi,0,0,0,0,0,0.248,0.752,Terrestrial,Terrestrial,Terrestrial
Bassiana platynota,0,0,0,0,0,0.248,0.752,Terrestrial,Terrestrial,Terrestrial
Bassiana trilineata,0,0,0,0,0,0.219,0.781,Terrestrial,Terrestrial,Terrestrial
Bavayia crassicollis,0,0,0.991,0,0,0.009,0,Nocturnal,Nocturnal,Scansorial
Bavayia cyclura,0,0,0.951,0,0.009,0,0.039,Nocturnal,Nocturnal,Scansorial
Bavayia exsuccida,0,0,0.811,0,0.036,0,0.152,Nocturnal,Nocturnal,Scansorial
Bavayia geitaina,0,0,0.951,0,0.009,0,0.039,Nocturnal,Nocturnal,Scansorial
Bavayia montana,0,0,0.971,0,0.005,0,0.023,Nocturnal,Nocturnal,Scansorial
Bavayia sauvagii,0,0,0.904,0,0.018,0,0.078,Nocturnal,Nocturnal,Scansorial
Bavayia septuiclavis,0,0,0.831,0,0.032,0,0.136,Nocturnal,Nocturnal,Scansorial
Bellatorias frerei,0,0.119,0,0,0.556,0.326,0,Fossorial,Fossorial,Fossorial
Bellatorias major,0,0,0,0,0.504,0.497,0,Fossorial,Fossorial,Fossorial
Bellatorias obiri,0,0.443,0.272,0,0,0.285,0,Herbivorous,Herbivorous,Herbivorous
Bipes biporus,0,0,0,0,0.838,0.162,0,Fossorial,Fossorial,Fossorial
Bipes canaliculatus,0,0,0,0,0.838,0.162,0,Fossorial,Fossorial,Fossorial
